id,name,degree,norm_degree,eigenvector,closeness
22401,Duncan Pegg - Member for Stretton,33,0.005794556628621598,0.00011519935895181974,0.22450427721054914
16128,Annastacia Palaszczuk MP,56,0.009833187006145742,0.0002494008161273696,0.2389945024969575
12872,Nikki Boyd MP,52,0.009130816505706761,0.000245822729808428,0.23906473008143733
9263,Mick de Brenni for Springwood,52,0.009130816505706761,0.00025398263734530607,0.23415977961432508
14155,Leeanne Enoch MP,28,0.004916593503072871,0.00010878067322260764,0.22088197649614086
21631,Jess Pugh for Mount Ommaney,71,0.012467076382791922,0.00039756062260438784,0.2335356352005249
6329,Joan Pease MP,21,0.003687445127304653,6.850696890227331e-05,0.22194076383476227
2282,Jim Chalmers MP - Member for Rankin,72,0.012642669007901668,0.0004262343153972433,0.2343428524401284
9706,Coralee O'Rourke MP,44,0.0077260755048287975,0.00018498989379096682,0.23181503643098467
4738,Cathy O'Toole MP,85,0.014925373134328358,0.0004658190712980253,0.23616985983246247
3676,Tony Burke MP,75,0.013169446883230905,0.00044604470653964514,0.23675895900889665
16972,Terri Butler MP,134,0.023529411764705882,0.0008702567015022395,0.2823920265780731
5356,Peter Russo - Labor for Toohey,30,0.0052677787532923615,0.00012593011789439394,0.2282931131243486
8514,Graham Perrett MP,44,0.0077260755048287975,0.00029896089611464784,0.2339577684660258
14332,Julieanne Gilbert Member for Mackay,16,0.0028094820017559264,5.61152336113808e-05,0.2005846717385179
7212,Glenn Butcher - Member for Gladstone,17,0.0029850746268656717,6.803023968272078e-05,0.226702758648143
1377,Tanya Plibersek,97,0.017032484635645304,0.0005352775261762426,0.23756883030201903
1997,Jim Madden - Labor for Ipswich West,17,0.0029850746268656717,8.18292349221491e-05,0.226108706872593
7813,Mark Furner MP for Ferny Grove,17,0.0029850746268656717,6.376754844389714e-05,0.222235229844689
3891,Curtis Pitt MP,41,0.007199297629499561,0.00013525434760628836,0.2300917134661226
4109,Melissa McMahon - Labor candidate for Macalister,31,0.005443371378402107,0.00014208817174476672,0.23141939940672113
5,Victor Dominello MP,19,0.0033362598770851626,2.6760977635377754e-05,0.23280055594162613
8288,Jillian Skinner MP,20,0.003511852502194908,2.000360221130982e-05,0.23223096684744934
9206,Adam Crouch MP – Member for Terrigal,8,0.0014047410008779632,3.761655353635761e-06,0.19491409405161203
1840,Melinda Pavey,17,0.0029850746268656717,1.614577817890119e-05,0.2218975258133645
17845,Gabrielle Upton,9,0.0015803336259877085,1.743128879468489e-05,0.23169243287225386
17411,Pru Goward,22,0.0038630377524143987,1.2967432442366926e-05,0.22364029059493423
21768,Troy Grant,8,0.0014047410008779632,5.860554452457027e-06,0.19877142159086944
15735,Rob Stokes,31,0.005443371378402107,9.441190779225242e-06,0.19608855834452363
18468,Andrew Constance MP,13,0.0022827041264266903,1.9849000511579412e-05,0.23199445983379502
21755,Craig Laundy,20,0.003511852502194908,4.127766868059282e-05,0.23607196153208423
14111,Melanie Gibbons MP,18,0.003160667251975417,5.336428742752155e-06,0.19490075290896647
20510,Bruce Notley-Smith MP,69,0.012115891132572432,7.97349646915902e-05,0.23960787613598114
945,Tony Abbott,80,0.014047410008779631,0.00041039537132468165,0.28140132424152586
14862,Malcolm Turnbull,113,0.019841966637401228,0.0008557401006262641,0.29964221824686943
6946,"Geoff Lee - MP, Seat of Parramatta",17,0.0029850746268656717,2.744184265134929e-05,0.23337294594926852
12902,Scott Farlow MLC,28,0.004916593503072871,9.068067525725607e-06,0.20204349522829673
4808,Mark Coure MP,37,0.0064969271290605795,4.637559104354889e-05,0.23607196153208423
14241,Chris Patterson MP,18,0.003160667251975417,5.260343279107318e-06,0.19449472354086267
7106,Gareth Ward,11,0.0019315188762071994,5.198685441292278e-06,0.19501421086874637
18497,John Alexander,16,0.0028094820017559264,3.135641345562064e-05,0.23500041264339358
6,Jean-Claude Poissant,15,0.0026338893766461808,0.00011050404468142783,0.21892899703994156
18893,Nicola Di Iorio Ad. E.,33,0.005794556628621598,0.0002947798541712101,0.22655845964116642
1193,Marc Serré,131,0.023002633889376647,0.0006458712910109427,0.2435009406533265
4000,Michel Picard,113,0.019841966637401228,0.0006214022660332516,0.24136469591015045
12625,Laurent Lessard,27,0.004741000877963125,1.758984288248858e-05,0.1996564296732576
290,Marie-Claude Bibeau,156,0.02739244951712028,0.0007415008678502127,0.24354259322613753
22261,Eva Nassif,31,0.005443371378402107,0.000519952831803845,0.2696240886279708
13966,Denis Paradis,78,0.01369622475856014,0.0004104207278658632,0.2330005727845512
3300,Michael McLeod,130,0.0228270412642669,0.0006620567608638844,0.24250553568386987
22403,Dr. Hedy Fry,147,0.025812115891132574,0.000713187124166892,0.24344889496858035
18782,Marc Miller,41,0.007199297629499561,0.0003274086283790146,0.22666666666666666
5066,Fayçal El-Khoury,34,0.005970149253731343,0.00029355547447585615,0.22699190880465542
17038,Anju Dhillon,18,0.003160667251975417,0.00022003976538216915,0.22281779412340075
3816,Richard Merlini Député de La Prairie,35,0.006145741878841089,1.0944126128250936e-05,0.1965012766544752
12645,Emmanuel Dubourg,61,0.010711150131694469,0.00043941902416111324,0.23927566068652578
15644,Pamela Goldsmith-Jones,160,0.028094820017559263,0.0007831651112504836,0.24393900454039236
7,Deputado Ademir Camilo,3,0.0005267778753292362,5.256122402861427e-07,0.1850167311003541
3305,Moreira Mendes,23,0.004038630377524144,1.5395004219264675e-06,0.18980802559658713
12361,Geovania de Sá,78,0.01369622475856014,2.4538183122080286e-05,0.22252178330012112
18601,Alberto Fraga,33,0.005794556628621598,5.7965650424446615e-06,0.20172145083593085
11,Eliziane Gama,4,0.0007023705004389816,8.081624191483822e-07,0.18825823939704472
20092,Marina Silva,35,0.006145741878841089,1.3428673445665901e-05,0.22837550627581504
8106,Roberto Freire,18,0.003160667251975417,2.1330656284905893e-05,0.2275542414192672
12130,Juscelino Filho,24,0.004214223002633889,2.709296264232727e-06,0.19200944032366823
19489,Luiz Couto,42,0.007374890254609306,1.1540166662571035e-05,0.22011363197155337
17,Digvijaya Singh,3,0.0005267778753292362,5.423092331455754e-09,0.15480170703199325
17433,Kapil Sibal,5,0.000877963125548727,1.6134424583433924e-07,0.1829601310759148
2417,Rahul Gandhi,8,0.0014047410008779632,1.6471113063715422e-07,0.18308364945669645
21059,KJ George,3,0.0005267778753292362,2.8063640874086665e-09,0.15477225785411458
20,Françoise Guégot,1,0.0001755926251097454,1.1708866569243331e-05,0.21438789338954978
364,Loïc Hervé,116,0.020368744512730467,0.0007100612076950231,0.2728797316722568
33,Lance Gooden,2,0.0003511852502194908,2.6380332563738685e-07,0.17963599659338234
15191,Dan Huberty,10,0.001755926251097454,6.105325771072e-07,0.19221033446960747
22181,Jim Murphy,26,0.0045654082528533806,1.5387112509607564e-05,0.21892058122549396
34,Ivan ŠTEFANEC,1,0.0001755926251097454,0.00021964237790831581,0.22025835396039603
14650,Manfred Weber,323,0.056716417910447764,0.013319798733584196,0.2824620573355818
40,張宏陸,5,0.000877963125548727,6.176017471191573e-07,0.17557110706908777
20152,蔡英文 Tsai Ing-wen,65,0.01141352063213345,1.533550304288769e-05,0.21286536592659042
12062,吳琪銘,28,0.004916593503072871,3.6645534930974878e-06,0.1784315568505812
10581,吳秉叡,32,0.005618964003511853,8.101519771605397e-06,0.21137215603310694
10497,蘇貞昌,40,0.007023705004389816,8.69262850926714e-06,0.21141138911574728
19197,陳建仁 Chen Chien-Jen,15,0.0026338893766461808,1.6583805138038237e-06,0.17574448387594507
46,Eduardo Barbosa,8,0.0014047410008779632,7.687371039351857e-06,0.2196551857137347
16127,Caio Narcio,33,0.005794556628621598,1.249800712127577e-05,0.22315830721003135
3494,Mara Gabrilli,24,0.004214223002633889,1.3675145187561382e-05,0.22103628954007373
3963,Bruno Covas,44,0.0077260755048287975,1.2275357712095508e-05,0.22197536638603055
2252,Paulo Bauer,58,0.010184372256365233,1.3365284890012051e-05,0.22335961093461976
16368,José Serra,61,0.010711150131694469,2.278947513426771e-05,0.22307963492498728
15553,Nelson Marchezan Júnior,50,0.00877963125548727,1.7756502270285104e-05,0.22258266239349644
365,Betinho Gomes,66,0.011589113257243195,0.000371112279004825,0.27842964701280926
59,Pat Toomey,2,0.0003511852502194908,2.03881142784064e-07,0.18927182691348998
5353,Mitt Romney,26,0.0045654082528533806,1.2211212085724365e-05,0.2330387102054178
18152,Tom Cotton,7,0.0012291483757682178,1.5231924928347602e-07,0.18353206574282951
60,Jean Rioux,14,0.0024582967515364355,0.0002139590356465622,0.22355250245338568
11140,Majid Jowhari,73,0.012818261633011413,0.00047188576874311643,0.2432721059376335
17860,Diane Lebouthillier,100,0.01755926251097454,0.0005743985701628714,0.24317861565395618
11611,Justin Trudeau,123,0.02159789288849868,0.006410515397099305,0.28261624733263857
4425,Pierre Breton,22,0.0038630377524143987,0.0002417690825860788,0.2248766041461007
6886,David Lametti - LaSalle Émard Verdun,38,0.006672519754170325,0.0003283093737866008,0.22741793786438783
5777,MaryAnn Mihychuk,76,0.01334503950834065,0.00048672577013542405,0.241282887768504
62,Manolo Jiménez Salinas,2,0.0003511852502194908,2.932602831076765e-07,0.1833607006020799
21172,Lilia Merodio,26,0.0045654082528533806,5.508600278269006e-06,0.2108712556003999
3026,Manlio Fabio Beltrones Rivera,35,0.006145741878841089,1.2275477868222937e-05,0.21906373812362964
67,Jennifer Newman,6,0.0010535557506584723,1.3176616107478168e-05,0.19263293194425654
18992,Chris Steel MLA,30,0.0052677787532923615,0.00018731411731785403,0.23127842755035738
16676,Suzanne Orr,16,0.0028094820017559264,4.4542501861385275e-05,0.2205996281375891
791,Andrew Wall MLA,5,0.000877963125548727,1.2510392715156085e-06,0.19282207550363975
18919,Tara Cheyne MLA,9,0.0015803336259877085,1.5819727537291563e-05,0.19320147911931337
10932,Michael Pettersson MLA,24,0.004214223002633889,0.00011573459918998082,0.22395689960281567
71,Monika Lazar,1,0.0001755926251097454,6.862852507012656e-05,0.17569026685176617
4677,Uwe Kekeritz,51,0.008955223880597015,0.004161849179192108,0.21312825118820403
73,Benjamin Strasser,6,0.0010535557506584723,0.00011448145135295957,0.19709974389146537
239,Florian Toncar,11,0.0019315188762071994,0.00013974874946610368,0.2059600014466023
20617,Christian Lindner,40,0.007023705004389816,0.005897669471996076,0.24477778732914984
1621,Alexander Kulitz,5,0.000877963125548727,0.00011309562402625157,0.19699747483482652
10904,Nicole Langer,17,0.0029850746268656717,9.710847491558709e-05,0.20726425737889873
19203,Hans-Ulrich Rülke,13,0.0022827041264266903,0.0005413851483474922,0.22139719317342457
6050,Christian Steffen-Stiehl,13,0.0022827041264266903,0.00015350685461936993,0.20658009286128845
77,Fernando Ruas,9,0.0015803336259877085,0.0003606951721307975,0.22541956934768842
9197,José Manuel Fernandes,8,0.0014047410008779632,0.0002530675456521923,0.22113069814397762
22229,Christos Stylianides - Χρήστος Στυλιανίδης,11,0.0019315188762071994,0.0004096526041285421,0.22953528676796583
20555,Carlos Moedas,8,0.0014047410008779632,0.00043877320786463793,0.23055746730901583
20888,Jean-Claude Juncker,56,0.009833187006145742,0.0063357823764679435,0.2731676899462778
1597,Carlos Coelho,6,0.0010535557506584723,0.0002533873730769006,0.22401856659586186
2270,Cláudia Monteiro de Aguiar,8,0.0014047410008779632,0.0002782173986371617,0.22747243968685094
15684,Kristdemokraterna,6,0.0010535557506584723,0.0003247780166617197,0.2214316264240445
7768,Paulo Rangel,7,0.0012291483757682178,0.0002602236752417749,0.22464597057315294
78,Victoria Prentis,1,0.0001755926251097454,5.215213737414135e-08,0.17598887515451175
16809,Sir Peter Bottomley MP,172,0.030201931518876207,3.162593873270194e-06,0.2135678391959799
82,Mike Nahan,5,0.000877963125548727,2.4461133254303555e-06,0.1921260373793941
7422,Michael Keenan,48,0.008428446005267778,7.04640219295621e-05,0.2368771316862158
1142,Matt Taylor,7,0.0012291483757682178,3.7382140690890894e-06,0.19791485664639444
3559,Liza Harvey MLA,8,0.0014047410008779632,1.888873305006417e-05,0.2331341084001965
18002,Nola Marino MP,36,0.006321334503950834,4.9139960479537164e-05,0.23531113131146186
17914,Ben Morton,6,0.0010535557506584723,6.065483813044233e-06,0.20328395502409424
89,Michal Rozin מיכל רוזין,4,0.0007023705004389816,2.3126422874579264e-07,0.18253205128205127
6455,זהבה גלאון Zehava Galon,4,0.0007023705004389816,1.8862584953311477e-07,0.18242680504836953
11531,אילן גילאון,5,0.000877963125548727,4.42516495709536e-08,0.15983272992618788
17441,עליזה לביא,32,0.005618964003511853,1.1159421226780655e-05,0.2230446872674578
543,נחמן שי - Nachman Shai,7,0.0012291483757682178,2.632208200620579e-06,0.17838125665601703
93,Vilson Covatti,2,0.0003511852502194908,3.054850470168605e-07,0.18413735126745992
6709,Silvana Covatti,2,0.0003511852502194908,3.054850470168605e-07,0.18413735126745992
5227,Ana Amélia Lemos,25,0.004389815627743635,1.8219821335200982e-05,0.22567862096294827
95,Fabiana Dadone,47,0.008252853380158033,2.2095490859263803e-05,0.2162932016710976
1357,Laura Castelli,24,0.004214223002633889,1.6094845585193078e-05,0.2162932016710976
4232,Michele Dell'Orco,48,0.008428446005267778,2.5414770529386224e-05,0.21913117087998768
4755,Davide Crippa - Cinque Stelle,35,0.006145741878841089,2.6715130615629187e-05,0.2174162021837062
4188,Dino Alberti,38,0.006672519754170325,1.1737542241792525e-05,0.18571661503342574
13173,Marco Scibona Cittadino in Senato,25,0.004389815627743635,1.4398093583937583e-05,0.21223866134983044
9330,Patrizia Terzoni - M5S,55,0.009657594381035996,2.2413111718622218e-05,0.21557271557271557
6566,Chiara Appendino,18,0.003160667251975417,1.0452210715741863e-05,0.19249619739732973
1181,Vilma Moronese Cittadina Senatrice M5S,51,0.008955223880597015,2.393435800970891e-05,0.21672121165994368
13049,Dario Tamburrano,18,0.003160667251975417,1.4035684997767186e-05,0.21501113753917017
20706,Sergio Puglia cittadino portavoce al Senato,23,0.004038630377524144,1.6357895740564197e-05,0.21588324488248672
9869,Michela Montevecchi,22,0.0038630377524143987,1.5217143446272366e-05,0.21627677350751937
17804,Mario Michele Giarrusso Cittadino a 5 Stelle,22,0.0038630377524143987,1.679944556998901e-05,0.21739130434782608
16514,Silvia Chimienti,20,0.003511852502194908,1.2361516995175302e-05,0.21284149942071234
3290,Laura Ferrara,46,0.008077260755048289,0.0001293466257850084,0.23806537914890058
10760,Sara Paglini,19,0.0033362598770851626,1.419012090801099e-05,0.21560536079351858
17620,Alessandro Di Battista,45,0.007901668129938543,4.157693958107984e-05,0.22425674345343571
22042,Andrea Colletti - Deputato del M5S,23,0.004038630377524144,1.5672356796994898e-05,0.21631784859649789
8169,Chiara Di Benedetto,44,0.0077260755048287975,2.019784300688437e-05,0.21544223348717562
18976,Mattia Fantinati M5S,31,0.005443371378402107,2.1593556785910266e-05,0.21991813407476057
10953,Alberto Airola - Movimento 5 Stelle,33,0.005794556628621598,2.857937597570236e-05,0.21724203700171657
19881,Giulia Di Vita,29,0.005092186128182617,2.0245515409251638e-05,0.2165728627928202
6781,Federica Dieni,29,0.005092186128182617,1.7123355427217648e-05,0.2153281911675741
20027,Carlo Sibilia,56,0.009833187006145742,0.0002734352847288794,0.26474826832783227
6556,Enza Blundo,10,0.001755926251097454,9.260750187041693e-06,0.21200163794066187
12513,Azzurra Cancelleri,36,0.006321334503950834,2.0622217449836813e-05,0.21530376923367736
4084,Paola Nugnes Cittadina al Senato con il  M5S,27,0.004741000877963125,2.482684316753156e-05,0.21708469924525425
1401,Daniela Donno,48,0.008428446005267778,2.375780995360087e-05,0.215654347167525
6395,Emanuele Cozzolino Cittadino Portavoce M5S Camera Deputati,30,0.0052677787532923615,1.9351340333011706e-05,0.2155237662730851
9566,Paola Taverna,34,0.005970149253731343,2.3947102248394606e-05,0.21749923617476322
16322,Laura Bottici - Movimento 5 Stelle,37,0.0064969271290605795,2.6945455327108154e-05,0.2171757617358807
4423,Marco Zullo,47,0.008252853380158033,2.7600731391412535e-05,0.21922395873431366
20636,Mirella Liuzzi - Portavoce M5S,45,0.007901668129938543,3.438935394028444e-05,0.2209505334626576
20478,Vittorio Ferraresi,15,0.0026338893766461808,9.41051458326952e-06,0.21081661360775894
16835,Nicola Morra,28,0.004916593503072871,2.353429760764762e-05,0.21948587505299264
20521,Paolo Nicolò Romano,44,0.0077260755048287975,2.5868392227590203e-05,0.21576873531863303
19602,Matteo Dall'Osso,56,0.009833187006145742,2.7019612829061352e-05,0.2189626667691953
3253,Elena Fattori Senato M5S,25,0.004389815627743635,1.3684697819704308e-05,0.2121833084947839
8239,Eleonora Bechis,41,0.007199297629499561,1.4259755975152207e-05,0.19471416849015316
11480,Maria Edera Spadoni,39,0.00684811237928007,1.8895978248616997e-05,0.21534447553505257
10579,Francesca Businarolo MoVimento 5 Stelle,33,0.005794556628621598,1.7469579995286368e-05,0.21478408448048275
22317,Dalila Nesci,53,0.009306409130816505,2.662627842692702e-05,0.21893741350146087
17635,Enrico Cappelletti,18,0.003160667251975417,1.2158146836225802e-05,0.19995084614844463
11560,Diego De Lorenzis Cittadino,61,0.010711150131694469,3.0103447454309366e-05,0.219181772697533
2922,Giuseppe Brescia,42,0.007374890254609306,2.0193775560773834e-05,0.218735596865878
8607,Enrico Berlinguer,10,0.001755926251097454,4.11670667666158e-05,0.21982475778747057
9045,Claudio Cominardi,23,0.004038630377524144,1.3023457257573243e-05,0.2108790639117233
1689,Fabio Massimo Castaldo,52,0.009130816505706761,2.7917955016201626e-05,0.21930837954405422
97,Kevin Michel MLA,4,0.0007023705004389816,8.515660121796053e-06,0.18927811752193566
7076,Louise Pratt,31,0.005443371378402107,0.00018957942142447596,0.2308939793229272
13261,Alannah MacTiernan,28,0.004916593503072871,0.00014757237281733126,0.2187271959135077
18356,Rita Saffioti MLA,14,0.0024582967515364355,4.761261548317927e-05,0.21626856036152356
16975,Mark McGowan,39,0.00684811237928007,0.0001311274551181992,0.22965561738849907
103,林淑芬,16,0.0028094820017559264,6.497659828569357e-06,0.21112140871177015
20990,蘇嘉全Su Jia-chyuan,65,0.01141352063213345,1.538363186540833e-05,0.21188332465213186
1136,段宜康,32,0.005618964003511853,8.428596211159718e-06,0.21212798450478637
11310,基隆.蔡適應,8,0.0014047410008779632,1.2436724441755078e-06,0.17826957991610842
16191,李昆澤,17,0.0029850746268656717,6.6149093938125575e-06,0.20975286361459983
827,魏明谷,40,0.007023705004389816,8.809858733158467e-06,0.21144278606965175
10174,賴清德,37,0.0064969271290605795,1.3168763368922434e-05,0.21541778567916178
8630,吳思瑤,39,0.00684811237928007,8.951455019977452e-06,0.21138784751865186
2869,李俊俋,51,0.008955223880597015,0.0002567192958889234,0.26349882015453663
20045,李應元-台灣應元團,29,0.005092186128182617,7.705583740435377e-06,0.2113094133798375
12589,管碧玲 (kuanbiling),48,0.008428446005267778,1.4559213538178988e-05,0.21168642902278556
20820,陳菊 (花媽) 市長,55,0.009657594381035996,1.4846552943430243e-05,0.2126984126984127
17920,鄭麗君,14,0.0024582967515364355,1.8067144920103222e-06,0.17744749797469933
106,Chad Griffith - Lake Macquarie,58,0.010184372256365233,0.00032612181340021303,0.23131600324939075
13551,Pat Conroy MP,39,0.00684811237928007,0.00024993937428005006,0.22937812147575318
6764,Anthony Byrne,12,0.0021071115013169446,0.00011065773831757825,0.22226124965850994
8985,Mark Dreyfus,68,0.011940298507462687,0.00041242147890713704,0.2338040890056655
13776,Brendan O'Connor MP,63,0.01106233538191396,0.0004229946838144878,0.23254389546753776
1602,Chris Gambian,47,0.008252853380158033,0.0005306571169255025,0.26892383245974405
13053,Catherine King,63,0.01106233538191396,0.0004055377574801411,0.23486473111184428
2882,Yvette Berry,33,0.005794556628621598,0.00016568181966088088,0.23038025889967637
19702,Katy Gallagher,40,0.007023705004389816,0.0002610021411944467,0.23120331276388437
22173,James Merlino,43,0.007550482879719052,0.00017488525261765393,0.2319283241702301
5785,Penny Wong - Senator for SA,71,0.012467076382791922,0.00044084660457723224,0.2338040890056655
12965,Michelle Rowland MP,100,0.01755926251097454,0.0007851463781663044,0.2716043494849294
7867,Ed Husic MP,58,0.010184372256365233,0.0004193379456522726,0.2352236586675478
19050,Jenny Aitchison MP,16,0.0028094820017559264,4.7671614706517e-05,0.21883645865355056
14822,Josh Wilson MP,10,0.001755926251097454,5.325817831193797e-05,0.21603884526383674
15385,Gai Brodtmann,43,0.007550482879719052,0.00029831002200793186,0.23295291855851433
12038,Tim Crakanthorp MP,20,0.003511852502194908,5.951304013230481e-05,0.21635071990274665
16112,Lara Giddings,8,0.0014047410008779632,4.6896768485917425e-05,0.2153526186424655
16779,John Robertson,30,0.0052677787532923615,0.00019224362226692756,0.22810109344334523
3838,Stephen Jones MP,91,0.01597892888498683,0.0007656676021793877,0.27071350477729716
8910,Amanda Rishworth MP,57,0.010008779631255488,0.00038430387339021205,0.23428500905051836
14340,Sonia Hornery MP,17,0.0029850746268656717,4.497357892377767e-05,0.21510046834869315
4419,Senator Kim Carr,36,0.006321334503950834,0.00021954755187825214,0.22429207199401363
11507,Joel Fitzgibbon MP,72,0.012642669007901668,0.0007002647372109415,0.26995638983693593
4211,Doug Cameron,77,0.013520632133450394,0.00046786285823224914,0.2354181307097681
7602,Jason Clare,84,0.014749780509218612,0.00047872332829672793,0.23637571078736563
6113,David Harris MP,35,0.006145741878841089,0.00039284419370944903,0.26594751097412905
12512,Julie Collins MP,46,0.008077260755048289,0.00032501830353370246,0.23173957273652085
7503,Jodi McKay MP - Member for Strathfield,19,0.0033362598770851626,7.28706522524481e-05,0.22101055572803477
16181,Nuatali Nelmes - Lord Mayor of Newcastle,16,0.0028094820017559264,6.647300164484818e-05,0.21787367535100807
6914,Kate Ellis MP,70,0.012291483757682178,0.00045931726279978854,0.2359643671017195
8712,Shayne Neumann MP,52,0.009130816505706761,0.0003635349790905232,0.2329052838213643
14591,Chris Bowen,58,0.010184372256365233,0.00038476772588409854,0.2288527225236086
2208,Senator Sue Lines,37,0.0064969271290605795,0.00022352128863356528,0.2309033409017191
3138,Yasmin Catley MP,25,0.004389815627743635,7.213062742903473e-05,0.21649876449344232
17065,Sam Dastyari,52,0.009130816505706761,0.00034054867891009604,0.2360621761658031
17740,Mark Butler MP,75,0.013169446883230905,0.0007317963719536917,0.27121630631488713
18260,Janelle Saffin,8,0.0014047410008779632,6.710920458314716e-05,0.22612666269604922
4967,Richard Marles MP,61,0.010711150131694469,0.0005142577485553025,0.2451676783331181
10978,Jenny Macklin MP,73,0.012818261633011413,0.0004706526812809398,0.2353792105806985
9144,Geoff Howard,16,0.0028094820017559264,7.096750043925639e-05,0.21760727522830614
8395,Julie Owens MP,38,0.006672519754170325,0.000311211179737865,0.23281959036834143
20049,Kate Washington MP - Member for Port Stephens,34,0.005970149253731343,0.00016379389735349058,0.22657648697036006
8434,Matt Thistlethwaite MP,48,0.008428446005267778,0.0003233829474149207,0.23312456506610996
20488,Sharon Claydon MP,70,0.012291483757682178,0.0004357841978561672,0.23335382093833232
108,Dan Drew,2,0.0003511852502194908,1.2210235700417983e-07,0.17499923178563748
469,Chris Murphy,5,0.000877963125548727,7.402569395968044e-06,0.21209638374734646
20316,Rosa DeLauro,1,0.0001755926251097454,2.0134849303389445e-09,0.14893950885268195
109,Bronisław Komorowski,26,0.0045654082528533806,4.7533379357046726e-05,0.21553192294591833
3238,Anna Wasilewska,2,0.0003511852502194908,9.224792519033121e-07,0.17734250926416092
20107,Izabela Katarzyna Mrzygłocka - poseł na Sejm RP,6,0.0010535557506584723,1.0470328777298782e-05,0.19422276788759293
4830,Aleksandra Trybuś - Cieślar,3,0.0005267778753292362,5.006946889551525e-06,0.1957111928244957
14575,Poseł RP Paweł Arndt,3,0.0005267778753292362,9.896269874899327e-06,0.19936985821809908
20380,Ewa Kopacz,8,0.0014047410008779632,7.501139323460665e-05,0.2352236586675478
14539,Tomasz Piotr Nowak,30,0.0052677787532923615,8.89302355458785e-05,0.21627677350751937
16749,Rafał Trzaskowski,23,0.004038630377524144,0.0004339267938981608,0.2343139271754783
9661,Marcin Święcicki,22,0.0038630377524143987,0.00018109197325241405,0.22450427721054914
511,Danuta Jazłowiecka,15,0.0026338893766461808,0.0003541879059505572,0.23133479567795923
7618,Tomasz Siemoniak,31,0.005443371378402107,0.00013005384686208806,0.21739130434782608
6233,Joanna Mucha,12,0.0021071115013169446,2.9960476199679743e-05,0.20849350173897127
5735,Jacek Kozłowski,15,0.0026338893766461808,7.704895944055844e-05,0.2153526186424655
5987,Jan Grabiec,19,0.0033362598770851626,9.076934686504194e-05,0.2181657983450812
9987,Jerzy Buzek,34,0.005970149253731343,0.0004636767912889406,0.24714663889250532
3192,Piotr Cieśliński Poseł na Sejm RP,11,0.0019315188762071994,2.3017807657489167e-05,0.21017862415116623
14170,Rafał Grupiński,8,0.0014047410008779632,1.8076248681651668e-05,0.2009243578887948
21022,Teresa Piotrowska,2,0.0003511852502194908,2.250274235916834e-06,0.17905989624272914
13073,Andrzej Czerwiński,4,0.0007023705004389816,2.1925794990059698e-05,0.20543991919483423
3397,Norbert Obrycki - Poseł na Sejm RP,5,0.000877963125548727,5.573566202370691e-06,0.18583175618351497
21102,Jarosław Urbaniak,8,0.0014047410008779632,3.0084549653976422e-05,0.2095290654893304
3287,Elżbieta Łukacijewska,17,0.0029850746268656717,0.00031713706395826175,0.22948903932946485
3863,Joanna Fabisiak,17,0.0029850746268656717,7.604111995757356e-05,0.21744110572334008
15240,Kinga Gajewska,45,0.007901668129938543,0.0003093133419361887,0.23884415366549236
6193,Andrzej Halicki,17,0.0029850746268656717,2.767908970899503e-05,0.19930008748906386
21931,Artur Gierada,8,0.0014047410008779632,2.212191115898507e-05,0.20755885997521686
20594,Borys Budka,21,0.003687445127304653,7.839696147453473e-05,0.21569518615308866
113,Senator James McGrath,45,0.007901668129938543,5.7590337419535755e-05,0.24173352009847618
