id,bonacich_neutral,bonacich_supportive,bonacich_suppressive,name
15644,0.013445071739914542,0.03609652450251013,-0.014047772893475663,Pamela Goldsmith-Jones
7,0.013236754337316132,0.005773386006823825,0.014290777160066952,Deputado Ademir Camilo
3305,0.013263235139110714,0.007580358605497702,0.010181363737610182,Moreira Mendes
12361,0.013336199676300392,0.014637878926448132,0.001368048818203116,Geovania de Sá
18601,0.013276537799650002,0.009316121373764466,0.009302710288995285,Alberto Fraga
11,0.01323807563082557,0.005839263536244991,0.014020222653693537,Eliziane Gama
20092,0.013279172830117238,0.009364951064586022,0.008617513770746937,Marina Silva
8106,0.013256666763370185,0.007856694917005977,0.012167608072768638,Roberto Freire
12130,0.013264578042813075,0.00792232597712282,0.010330438354235149,Juscelino Filho
19489,0.013288490073401474,0.010829298223998056,0.007966867574936405,Luiz Couto
17,0.013236738688325977,0.005561787392168592,0.013998374437614628,Digvijaya Singh
17433,0.013239386566805254,0.005734076471830414,0.013591336651277664,Kapil Sibal
2417,0.01324335798569977,0.0059857758027112426,0.012976948839965785,Rahul Gandhi
21059,0.01323673815876364,0.005556724273272211,0.013986302724341612,KJ George
20,0.013234105381685205,0.005558995828465584,0.014722447398056776,Françoise Guégot
364,0.013386416304568554,0.017088477466772965,-0.00823436394833635,Loïc Hervé
33,0.013235418061147908,0.005511670678724146,0.014270972201751934,Lance Gooden
15191,0.013246016860746937,0.006277444317009013,0.01279746280047836,Dan Huberty
22181,0.01326719406990767,0.0076222046745509755,0.00938914319243852,Jim Murphy
34,0.013234132843639331,0.006170379001396413,0.01530140810485567,Ivan ŠTEFANEC
14650,0.013661035862090406,0.05828424937482653,-0.04724546947369434,Manfred Weber
40,0.01323940700348911,0.00604685284529613,0.013942019014900078,張宏陸
20152,0.013318973872918336,0.013360507315576392,0.0037971336330762085,蔡英文 Tsai Ing-wen
12062,0.013269919609581293,0.0090454812656541,0.01024797517834858,吳琪銘
10581,0.013275233546565225,0.009668867332603267,0.009746858690112723,吳秉叡
10497,0.013285836625289215,0.01057797313409621,0.008266148162152532,蘇貞昌
19197,0.013252670693006884,0.007308071407954517,0.01229377223002593,陳建仁 Chen Chien-Jen
46,0.013243400563219293,0.00658760920307454,0.01375912402390818,Eduardo Barbosa
16127,0.01327524771317845,0.00978242978199744,0.0100534193596702,Caio Narcio
3494,0.01326460789898109,0.0083785075987714,0.010849270255376813,Mara Gabrilli
3963,0.01329110345706603,0.010455563120305553,0.006916541502366715,Bruno Covas
2252,0.013309661698199379,0.012013604871418592,0.004459354797171199,Paulo Bauer
16368,0.01331363088711542,0.012283647888202163,0.0037262120490056255,José Serra
15553,0.013299058501407226,0.011136970856860103,0.005897706300087235,Nelson Marchezan Júnior
365,0.013320343453147405,0.014424697888603292,0.004442641135000027,Betinho Gomes
59,0.01323541766498692,0.005509882339308676,0.014258956180981625,Pat Toomey
5353,0.013267210638376051,0.0078310978997849,0.009716603209585806,Mitt Romney
18152,0.013242038682447336,0.0059480505193946626,0.013279657464964865,Tom Cotton
60,0.013251460457682579,0.01045528334251519,0.014565524686988436,Jean Rioux
11140,0.013329739521378508,0.02183658047791937,0.003620276230108275,Majid Jowhari
17860,0.013365563740577598,0.02706526550360254,-0.00138646532192998,Diane Lebouthillier
11611,0.013396118670737893,0.03398950900921877,-0.004400283697230067,Justin Trudeau
4425,0.013262065359900843,0.01183679302639157,0.012853899586857951,Pierre Breton
6886,0.013283313196654507,0.015240712862267013,0.010346280473620476,David Lametti - LaSalle Émard Verdun
5777,0.013333721472519624,0.022490305670150392,0.003076613712527443,MaryAnn Mihychuk
62,0.013235421379082941,0.005558317667379768,0.014323417973073736,Manolo Jiménez Salinas
21172,0.013267242713573015,0.008194771314010347,0.010357978281439525,Lilia Merodio
3026,0.01327914756772415,0.008848010788164645,0.008294765288486614,Manlio Fabio Beltrones Rivera
67,0.013240726742963718,0.006517998983991145,0.013595909986279953,Jennifer Newman
18992,0.013272659910485077,0.015317171546191711,0.010795382882990713,Chris Steel MLA
16676,0.013254003391337926,0.008891904176763332,0.012054371881772415,Suzanne Orr
791,0.013239389765033815,0.00584539924045544,0.013618463937144385,Andrew Wall MLA
18919,0.013244700961283424,0.006909088854533169,0.013004798957620826,Tara Cheyne MLA
10932,0.01326468721609352,0.013124918038815658,0.011709814436123735,Michael Pettersson MLA
71,0.013234096777621834,0.005504916972368886,0.014520437535382513,Monika Lazar
4677,0.013300375671698896,0.01344457578881904,0.005377315995578305,Uwe Kekeritz
73,0.013240719526123547,0.006003406037893776,0.013549560337960986,Benjamin Strasser
239,0.013247342666960645,0.0064855411403485054,0.012607858623583781,Florian Toncar
20617,0.0132858274011692,0.013514106633778108,0.008200356725457667,Christian Lindner
1621,0.013239393734281847,0.005899907044313842,0.013707530610084163,Alexander Kulitz
10904,0.013255281931497838,0.006935647252011525,0.011292722546687357,Nicole Langer
19203,0.013250025864570117,0.0075413128528095345,0.012825608959219777,Hans-Ulrich Rülke
6050,0.01324998909177754,0.006656884809909827,0.012162172248266984,Christian Steffen-Stiehl
77,0.013244733676348699,0.007156167278367141,0.013754391082455738,Fernando Ruas
9197,0.013243403222027172,0.00687787214914094,0.013874954444733004,José Manuel Fernandes
22229,0.013247382080167699,0.007338271193520661,0.013369737601020901,Christos Stylianides - Χρήστος Στυλιανίδης
20555,0.013243372083745998,0.00648970168861993,0.013139551801556227,Carlos Moedas
20888,0.013307146408497991,0.018072712865518294,0.006756950236918651,Jean-Claude Juncker
1597,0.013240758922741926,0.006754115086445279,0.014354404692811231,Carlos Coelho
2270,0.013243413700760246,0.007054977648277535,0.014077922570644566,Cláudia Monteiro de Aguiar
15684,0.013240765962196891,0.006955636834067742,0.01449027645322661,Kristdemokraterna
7768,0.013242084722148731,0.006880373953293883,0.014176165930626147,Paulo Rangel
78,0.013234112787499863,0.005610645058548785,0.014924537890524383,Victoria Prentis
16809,0.013460474450541863,0.020568667920346083,-0.02185147696795337,Sir Peter Bottomley MP
82,0.013239397075820062,0.0060236223117770635,0.013726302363140399,Mike Nahan
7422,0.013296553950807982,0.015543564297301308,0.008118612491797402,Michael Keenan
1142,0.013242046157684666,0.006251197905627903,0.01331970904104567,Matt Taylor
3559,0.013243393612148222,0.006875071087555043,0.013478149825344092,Liza Harvey MLA
18002,0.013280618234677015,0.013114776920128293,0.010014456541036134,Nola Marino MP
17914,0.013240745706867861,0.006610987508906087,0.013956220896233528,Ben Morton
89,0.013238066204216635,0.005686044454762527,0.013870745783166534,Michal Rozin מיכל רוזין
6455,0.01323806567421728,0.005680307672946115,0.013860106796586,זהבה גלאון Zehava Galon
11531,0.013239386832985112,0.005738948904996781,0.013593497637990528,אילן גילאון
17441,0.013275150560440771,0.008281545687580657,0.00842479567915314,עליזה לביא
543,0.013242038550278837,0.005948372362687692,0.013275968305981094,נחמן שי - Nachman Shai
93,0.013235416875256575,0.005513148721969943,0.014229742806213553,Vilson Covatti
6709,0.013235416875256575,0.005513148721969943,0.014229742806213553,Silvana Covatti
5227,0.013265935142520755,0.008486092693469614,0.010734952018905465,Ana Amélia Lemos
95,0.01329517427389381,0.012898698617040015,0.00781016394057254,Fabiana Dadone
1357,0.013264664241427904,0.009638424173133191,0.01172263235410356,Laura Castelli
4232,0.013296496626421909,0.012976756249188958,0.007563644501055845,Michele Dell'Orco
4755,0.013279260007319934,0.011271212854219972,0.0099195399629352,Davide Crippa - Cinque Stelle
4188,0.01328321089133083,0.011254880860507924,0.008842412250121527,Dino Alberti
13173,0.013265974390861494,0.009517597217554614,0.011237943848981306,Marco Scibona Cittadino in Senato
9330,0.013305767687332982,0.01372626302662547,0.006105280784991471,Patrizia Terzoni - M5S
6566,0.013256674013893468,0.008298036104627817,0.012136922048705602,Chiara Appendino
1181,0.013300479072208691,0.013439689959787875,0.00711113493329206,Vilma Moronese Cittadina Senatrice M5S
13049,0.013256668312437518,0.008220216459771402,0.012024985054952808,Dario Tamburrano
20706,0.01326333844357189,0.009514613544884159,0.011889970076819523,Sergio Puglia cittadino portavoce al Senato
9869,0.013262005340487657,0.009258214958770007,0.011951115327846635,Michela Montevecchi
17804,0.013261997776983024,0.009133648146284784,0.011814589107984007,Mario Michele Giarrusso Cittadino a 5 Stelle
16514,0.013259337421715225,0.008744180216119326,0.012004807404040536,Silvia Chimienti
3290,0.01329384064512386,0.012688851793822235,0.007841798251950697,Laura Ferrara
10760,0.013258016396648437,0.008693225007584177,0.012273628532591152,Sara Paglini
17620,0.013292503643506506,0.012197197601234859,0.007965200361587392,Alessandro Di Battista
22042,0.013263334331154734,0.009452624814645021,0.011816422520173366,Andrea Colletti - Deputato del M5S
8169,0.013291188658634457,0.012415410798765835,0.008160702798156652,Chiara Di Benedetto
18976,0.013273938217611327,0.010429573549100502,0.010325384321421643,Mattia Fantinati M5S
10953,0.013276596725053416,0.010814704652222455,0.010076429853516035,Alberto Airola - Movimento 5 Stelle
19881,0.013271304134125025,0.01047428546562813,0.010999418474978855,Giulia Di Vita
6781,0.01327130321764081,0.010485576659128576,0.010946358320536729,Federica Dieni
20027,0.013307121611350392,0.014458882454451741,0.006464865798779655,Carlo Sibilia
6556,0.013246059374625157,0.0071336073867845325,0.013443668814064506,Enza Blundo
12513,0.013280581040681255,0.011341294389467895,0.009628538579716718,Azzurra Cancelleri
4084,0.013268639652679997,0.009982441887635633,0.011143376217117319,Paola Nugnes Cittadina al Senato con il  M5S
1401,0.013296485630488646,0.012834072769545311,0.007314559035931116,Daniela Donno
6395,0.013272626631674984,0.010580112168956556,0.010720699493125275,Emanuele Cozzolino Cittadino Portavoce M5S Camera Deputati
9566,0.013277929555673373,0.011048772259272038,0.010032881047713807,Paola Taverna
16322,0.01328190031942281,0.011309410316736714,0.009381242715886385,Laura Bottici - Movimento 5 Stelle
4423,0.013295161416734314,0.012723999899750623,0.007537599635741638,Marco Zullo
20636,0.013292516177890611,0.01256365570663363,0.008032001976146771,Mirella Liuzzi - Portavoce M5S
20478,0.01325269091482615,0.007848042028929355,0.01255014970211064,Vittorio Ferraresi
16835,0.013269967714299028,0.010164051310905772,0.0109953647940377,Nicola Morra
20521,0.013291171813778912,0.01215374670362263,0.007832917776062301,Paolo Nicolò Romano
19602,0.01330710211772802,0.014011418605361481,0.00607092572215005,Matteo Dall'Osso
3253,0.0132659606010987,0.009312663491802677,0.010957928133416521,Elena Fattori Senato M5S
8239,0.013287161465172979,0.01113061287044564,0.007882910593755477,Eleonora Bechis
11480,0.013284555128825874,0.011673614887750556,0.009020119736413437,Maria Edera Spadoni
10579,0.01327659966037716,0.010901677370378872,0.010089523045259003,Francesca Businarolo MoVimento 5 Stelle
22317,0.013303126838110309,0.013664201916436277,0.00664888701292957,Dalila Nesci
17635,0.013256685021518435,0.00847015650085506,0.012355137981398843,Enrico Cappelletti
11560,0.013313724218244371,0.014527463347231281,0.005059423742678548,Diego De Lorenzis Cittadino
2922,0.01328853359007069,0.012064731200029407,0.008505795761662908,Giuseppe Brescia
8607,0.01324602431294868,0.006472138067807212,0.012877352976459904,Enrico Berlinguer
9045,0.013263332614952213,0.00944556771132059,0.011762020068564383,Claudio Cominardi
1689,0.013301780859991138,0.013185417757560101,0.00648582893896117,Fabio Massimo Castaldo
97,0.013238074730740334,0.006089362312221186,0.013958728431799515,Kevin Michel MLA
7076,0.013274014177901687,0.016490267958145018,0.01099340248676753,Louise Pratt
13261,0.013269986044103866,0.013714196079671214,0.010909928680181522,Alannah MacTiernan
18356,0.013251356245745059,0.008299247377783035,0.012585791490734239,Rita Saffioti MLA
16975,0.013284550402628258,0.014321530710817133,0.008736863561659045,Mark McGowan
103,0.013254018774092139,0.007742330548483031,0.012531242539133267,林淑芬
20990,0.01331897043829122,0.01334452816707405,0.003697716765274375,蘇嘉全Su Jia-chyuan
1136,0.013275241633326737,0.00977449574346692,0.009907604183967756,段宜康
11310,0.013243391295058245,0.006494654709468761,0.013546348470605632,基隆.蔡適應
16191,0.013255345236676598,0.007872200516281269,0.012366560176780094,李昆澤
827,0.013285833441583676,0.010533107364778912,0.008209079749499675,魏明谷
10174,0.013281874593996363,0.010390990052665753,0.009127661777719488,賴清德
8630,0.013284510958148735,0.01046066214206603,0.008448201330995938,吳思瑤
2869,0.013300434736593404,0.01227332262513229,0.0066246823533193475,李俊俋
20045,0.013271258668037742,0.00934672814246381,0.010329362135433109,李應元-台灣應元團
12589,0.013296442742605268,0.011502826461185526,0.006869625475191092,管碧玲 (kuanbiling)
20820,0.013305723322245866,0.01230218701411383,0.005667403709960164,陳菊 (花媽) 市長
17920,0.01325134966851951,0.007255801133003188,0.012559429850099606,鄭麗君
106,0.01330991907906742,0.02577368252926856,0.00746588030074895,Chad Griffith - Lake Macquarie
13551,0.013284679537208023,0.020263507130588585,0.010361694694303328,Pat Conroy MP
6764,0.013248772820956399,0.011139269218079229,0.01375713575453369,Anthony Byrne
8985,0.013323256165538127,0.0306603252507198,0.006653206966896125,Mark Dreyfus
13776,0.013316640996479659,0.0305595718730333,0.007740666106941295,Brendan O'Connor MP
1602,0.013295329046255829,0.023249812986906326,0.009544684653760958,Chris Gambian
13053,0.013316614254611999,0.02948647422559023,0.007375936270981855,Catherine King
2882,0.013276656178606567,0.016271783067439406,0.010552469644814055,Yvette Berry
19702,0.013285990485806925,0.020116077662771854,0.009881392829664796,Katy Gallagher
22173,0.013289948996200718,0.01838377913581926,0.00927855332180697,James Merlino
5785,0.013327234395736324,0.031380911104200056,0.006056463680484044,Penny Wong - Senator for SA
12965,0.013365755451808113,0.03931831909225926,0.0018461615092679202,Michelle Rowland MP
7867,0.013309973702608223,0.02854177857042318,0.008063911003896525,Ed Husic MP
19050,0.013254011336734577,0.008928230093318543,0.012224980137826696,Jenny Aitchison MP
14822,0.013246069318063328,0.008652716498373677,0.013434051485050995,Josh Wilson MP
15385,0.013290007809666902,0.022295689422105254,0.009887740688096953,Gai Brodtmann
12038,0.013259318283201708,0.009837527133547911,0.011532376389251782,Tim Crakanthorp MP
16112,0.013243403783372678,0.008046340979046846,0.013534156160188096,Lara Giddings
16779,0.013272673868314903,0.01573020215553307,0.010980447989468473,John Robertson
3838,0.013353810618508502,0.03754939135139889,0.00324806714013699,Stephen Jones MP
8910,0.01330864072147165,0.028094087055201465,0.008145298365449553,Amanda Rishworth MP
14340,0.01325532745901462,0.008940895584554092,0.011851759273550954,Sonia Hornery MP
4419,0.013280679682480864,0.0189359435981777,0.010502192159071085,Senator Kim Carr
11507,0.013328593295177698,0.03294222247894467,0.006446284569278959,Joel Fitzgibbon MP
4211,0.013335201392479179,0.0334953905598689,0.005035573820298717,Doug Cameron
7602,0.013344481902557107,0.03478108151589459,0.0037144681062474543,Jason Clare
6113,0.013279280838112126,0.015098047626651732,0.009964855179048904,David Harris MP
12512,0.013294012541727443,0.024217046683734273,0.00962269961940534,Julie Collins MP
7503,0.013258007895677484,0.010145901391021466,0.011956567244157813,Jodi McKay MP - Member for Strathfield
16181,0.013254029047207329,0.009812242793551638,0.012443345335958492,Nuatali Nelmes - Lord Mayor of Newcastle
6914,0.01332592380948217,0.032284273830954203,0.006378765587389181,Kate Ellis MP
8712,0.01330199275711218,0.026044928225159403,0.008880007383462809,Shayne Neumann MP
14591,0.013309967432046188,0.02809072724967114,0.008000617418072275,Chris Bowen
2208,0.01328200169518311,0.01864223152324771,0.010408191818786598,Senator Sue Lines
3138,0.01326595195576243,0.010877917603345496,0.010692603896597777,Yasmin Catley MP
17065,0.013301984884728,0.025606026808100014,0.008830284626572902,Sam Dastyari
17740,0.013332589206121369,0.034156167340097646,0.006111388097708632,Mark Butler MP
18260,0.013243431023344285,0.008917648115612737,0.013969300275918351,Janelle Saffin
4967,0.013313978881056326,0.029882643577951114,0.007967387599771949,Richard Marles MP
10978,0.013329917702621579,0.033307606784630656,0.006074781201951494,Jenny Macklin MP
9144,0.013254048710245162,0.010231510108901653,0.01273550603868612,Geoff Howard
8395,0.013283410331779382,0.022775920979561635,0.011211505178286117,Julie Owens MP
20049,0.013277961757202203,0.015648038239687138,0.010106972613362358,Kate Washington MP - Member for Port Stephens
8434,0.013296653060046305,0.02373064093651272,0.00918327624132202,Matt Thistlethwaite MP
20488,0.01332590380971834,0.03126122274309385,0.006208119433484681,Sharon Claydon MP
108,0.013235414087872379,0.00547079478946639,0.014184638050174314,Dan Drew
469,0.013239387893811988,0.005758801135996454,0.013614181579480415,Chris Murphy
20316,0.01323409028146364,0.005386578723500345,0.014389728771948829,Rosa DeLauro
109,0.013267223119975394,0.008058790720871808,0.009915191120207188,Bronisław Komorowski
3238,0.01323541740207075,0.005512124767455082,0.014248323768592606,Anna Wasilewska
20107,0.013240722043238087,0.005980012600264416,0.013601238272175836,Izabela Katarzyna Mrzygłocka - poseł na Sejm RP
4830,0.013236743993359782,0.005636741926882202,0.014096418332543189,Aleksandra Trybuś - Cieślar
14575,0.013236748502873775,0.005702857658627711,0.014176675801242596,Poseł RP Paweł Arndt
20380,0.013243379338865822,0.0063226925551911955,0.013370269824487784,Ewa Kopacz
14539,0.013272516104128955,0.008408006751697164,0.009007493223541961,Tomasz Piotr Nowak
16749,0.013263292587097299,0.008775585330418004,0.0112676047955316,Rafał Trzaskowski
9661,0.013261930591286428,0.00794562465427609,0.010662805576087432,Marcin Święcicki
511,0.013252697074603975,0.007953137105669703,0.012897108982338161,Danuta Jazłowiecka
7618,0.0132738437493842,0.008548128435811627,0.00890145266073295,Tomasz Siemoniak
6233,0.01324868013897125,0.006718128007124667,0.012633907494984593,Joanna Mucha
5735,0.013252657266317362,0.007081833719684879,0.012108038400831151,Jacek Kozłowski
5987,0.013257956478946087,0.007499128092373891,0.011335354361161794,Jan Grabiec
9987,0.01327788896692226,0.010315272113858038,0.009617732384211085,Jerzy Buzek
3192,0.013247350492696774,0.006538203563920768,0.012743353463079591,Piotr Cieśliński Poseł na Sejm RP
14170,0.013243374299794736,0.0062205182415444905,0.013270193517110306,Rafał Grupiński
21022,0.013235420713977212,0.005549769525242904,0.014319411803417545,Teresa Piotrowska
13073,0.013238070995331535,0.005804602909302152,0.013911516819482082,Andrzej Czerwiński
3397,0.01323939134595808,0.005811096532365562,0.01366347476380029,Norbert Obrycki - Poseł na Sejm RP
21102,0.013243378288434925,0.006306403590449317,0.01331329752227078,Jarosław Urbaniak
3287,0.01325534880022908,0.00816663439498264,0.01255736232017849,Elżbieta Łukacijewska
3863,0.013255303815604453,0.007229614236345168,0.011684597569356822,Joanna Fabisiak
15240,0.013292406937954708,0.010466219377760018,0.006458232627327442,Kinga Gajewska
6193,0.013255301953869548,0.007165622783702632,0.011665635799336424,Andrzej Halicki
21931,0.013243375895581912,0.0062568402038152724,0.013287235531151253,Artur Gierada
20594,0.013260601435599885,0.00761302086834581,0.010885910180515993,Borys Budka
113,0.013292565167039236,0.014598245697864255,0.00866750710136614,Senator James McGrath
18006,0.013280517671461621,0.010197554919396749,0.008664871801164679,Tim Nicholls MP
15107,0.013255361671159399,0.008836069877823946,0.012487305434237282,Senator Ian Macdonald
16072,0.013291267025630576,0.015292024316727626,0.009244791249394995,Senator Michaelia Cash
14516,0.013268620488816824,0.010234906453045381,0.01067023350712613,Llew O'Brien MP
6603,0.013293902023341323,0.015042607246255757,0.008605443251421152,Steven Ciobo MP
19567,0.013255335723326116,0.008009555839805397,0.012135709841514153,Fiona Simpson MP
13134,0.013296557771853552,0.01571787298659785,0.008262923135432788,Peter Dutton
18100,0.01326459796306198,0.008371035537633065,0.010660624171043185,Matt McEachan
6244,0.013277952932378878,0.012436572254604641,0.010179309424270672,Stuart Robert
13537,0.01333505459189573,0.02102393157639687,0.003603080035643421,Scott Morrison MP - ScoMo
9531,0.013280639324311925,0.013425863244210355,0.010414277210060751,Josh Frydenberg
4152,0.013277877745174645,0.010160232190695735,0.009246624663936706,Deb Frecklington MP
6940,0.013336324583144977,0.019688801724575468,0.00256506825335885,Michael McCormack MP
21144,0.013321814039155867,0.019765659927749632,0.005841920312100594,Greg Hunt MP
21272,0.013271241229188055,0.009753882948800387,0.009919115776875176,Deputy Mayor Adrian Schrinner
10843,0.01328329958476289,0.014003660801741119,0.010141950433439413,Marise Payne
16337,0.013335029679519095,0.019985644852598527,0.003343299881906406,Senator James Paterson
20314,0.013285921983031206,0.01369980442211377,0.009271568286219561,Senator Nigel Scullion
16992,0.013247389991147624,0.007628649693934715,0.0132932793194359,Ted O'Brien MP - Federal Member for Fairfax
2902,0.01327661277196358,0.011922849574881812,0.010148775187592,Keith Pitt
4907,0.013335075095273808,0.021138559139641164,0.004117485269437105,Julie Bishop MP
17079,0.013289955591214925,0.01556784482898911,0.00961502249993667,Christopher Pyne
6318,0.01331911412381688,0.01844517357437656,0.005340068976038166,Rick Wilson
5844,0.013280639774894066,0.013622097638916041,0.010298676438439468,Tim Wilson - Federal Liberal Member for Goldstein
12160,0.013293917868921264,0.015524427854593452,0.008768965785445212,Senator Scott Ryan
5799,0.013288612632959601,0.014899120273733392,0.00955718458468579,Kelly O'Dwyer
10072,0.013281967266911733,0.01366006433017336,0.010229259973329553,Senator Mitch Fifield
20862,0.013268574695609077,0.008733141636675143,0.010126611009684604,Andrew Powell
11424,0.013348280717492824,0.02163570478326162,0.0013105232582253637,Barnaby Joyce
20826,0.013267341346861274,0.011247183754176614,0.011521397062537181,Andrew Robb AO MP
