node_id,authority_score,pagerank_score,authority_rank,pagerank_rank
66,0.000000000000e+00,5.048837521545e-05,2421,2421
67,0.000000000000e+00,5.048837521545e-05,2422,2422
68,0.000000000000e+00,5.048837521545e-05,2423,2423
71,0.000000000000e+00,5.048837521545e-05,2424,2424
72,5.072780091923e-02,7.781016620928e-04,47,164
73,0.000000000000e+00,5.048837521545e-05,2425,2425
74,0.000000000000e+00,5.048837521545e-05,2426,2426
75,5.874622615371e-03,4.776068667581e-04,1535,438
76,0.000000000000e+00,5.048837521545e-05,2427,2427
77,0.000000000000e+00,5.048837521545e-05,2428,2428
78,0.000000000000e+00,5.048837521545e-05,2429,2429
79,0.000000000000e+00,5.048837521545e-05,2430,2430
80,3.493749644715e-03,2.818121811760e-04,1802,945
81,0.000000000000e+00,5.048837521545e-05,2431,2431
82,0.000000000000e+00,5.048837521545e-05,2432,2432
83,0.000000000000e+00,5.048837521545e-05,2433,2433
84,0.000000000000e+00,5.048837521545e-05,2434,2434
85,0.000000000000e+00,5.048837521545e-05,2435,2435
86,1.556933076444e-02,8.456568004820e-04,958,137
87,0.000000000000e+00,5.048837521545e-05,2436,2436
88,0.000000000000e+00,5.048837521545e-05,2437,2437
89,3.141327952450e-03,1.127241150112e-04,1854,1798
90,0.000000000000e+00,5.048837521545e-05,2438,2438
91,0.000000000000e+00,5.048837521545e-05,2439,2439
92,0.000000000000e+00,5.048837521545e-05,2440,2440
93,2.752633813047e-03,1.224026751167e-04,1910,1715
94,2.021979053072e-03,2.730491598894e-04,2017,976
95,7.085337429375e-03,7.773928632125e-04,1451,167
96,0.000000000000e+00,5.048837521545e-05,2441,2441
98,0.000000000000e+00,5.048837521545e-05,2442,2442
99,0.000000000000e+00,5.048837521545e-05,2443,2443
100,0.000000000000e+00,5.048837521545e-05,2444,2444
101,0.000000000000e+00,5.048837521545e-05,2445,2445
102,0.000000000000e+00,5.048837521545e-05,2446,2446
103,0.000000000000e+00,5.048837521545e-05,2447,2447
104,0.000000000000e+00,5.048837521545e-05,2448,2448
105,2.278888256144e-03,3.243596569613e-04,1979,788
106,0.000000000000e+00,5.048837521545e-05,2449,2449
107,0.000000000000e+00,5.048837521545e-05,2450,2450
108,1.728352200109e-04,4.453349599629e-04,2303,485
109,0.000000000000e+00,5.048837521545e-05,2451,2451
110,0.000000000000e+00,5.048837521545e-05,2452,2452
111,0.000000000000e+00,5.048837521545e-05,2453,2453
112,0.000000000000e+00,5.048837521545e-05,2454,2454
113,0.000000000000e+00,5.048837521545e-05,2455,2455
114,0.000000000000e+00,5.048837521545e-05,2456,2456
115,0.000000000000e+00,5.048837521545e-05,2457,2457
116,0.000000000000e+00,5.048837521545e-05,2458,2458
117,0.000000000000e+00,5.048837521545e-05,2459,2459
118,0.000000000000e+00,5.048837521545e-05,2460,2460
119,0.000000000000e+00,5.048837521545e-05,2461,2461
120,0.000000000000e+00,5.048837521545e-05,2462,2462
121,0.000000000000e+00,5.048837521545e-05,2463,2463
122,0.000000000000e+00,5.048837521545e-05,2464,2464
123,0.000000000000e+00,5.048837521545e-05,2465,2465
124,0.000000000000e+00,5.048837521545e-05,2466,2466
125,0.000000000000e+00,5.048837521545e-05,2467,2467
126,0.000000000000e+00,5.048837521545e-05,2468,2468
127,3.686918726190e-03,9.774628617601e-05,1778,1913
128,0.000000000000e+00,5.048837521545e-05,2469,2469
129,0.000000000000e+00,5.048837521545e-05,2470,2470
130,4.471038026178e-03,9.504550267559e-05,1681,1936
132,4.257741864958e-03,1.755600023402e-04,1708,1405
133,0.000000000000e+00,5.048837521545e-05,2471,2471
134,0.000000000000e+00,5.048837521545e-05,2472,2472
135,2.176064230250e-03,3.082408532572e-04,1998,850
136,0.000000000000e+00,5.048837521545e-05,2473,2473
137,0.000000000000e+00,5.048837521545e-05,2474,2474
138,0.000000000000e+00,5.048837521545e-05,2475,2475
139,0.000000000000e+00,5.048837521545e-05,2476,2476
140,2.036777147335e-03,1.770293416792e-04,2013,1398
141,0.000000000000e+00,5.048837521545e-05,2477,2477
142,0.000000000000e+00,5.048837521545e-05,2478,2478
143,0.000000000000e+00,5.048837521545e-05,2479,2479
144,2.419548219675e-03,2.702865719075e-04,1957,993
145,0.000000000000e+00,5.048837521545e-05,2480,2480
146,0.000000000000e+00,5.048837521545e-05,2481,2481
147,2.280940518575e-03,1.412080049344e-04,1977,1587
149,0.000000000000e+00,5.048837521545e-05,2482,2482
150,3.080303877980e-03,1.347748472675e-04,1869,1637
151,4.177693760654e-03,3.011328029797e-04,1716,873
152,4.595488476641e-03,5.771478797920e-04,1666,307
153,2.489673479186e-03,2.749745567632e-04,1941,966
154,3.279709330085e-03,1.160133037260e-04,1832,1764
155,1.653801117771e-02,3.679035347222e-04,908,668
156,0.000000000000e+00,5.048837521545e-05,2483,2483
157,0.000000000000e+00,5.048837521545e-05,2484,2484
158,0.000000000000e+00,5.048837521545e-05,2485,2485
159,0.000000000000e+00,5.048837521545e-05,2486,2486
160,0.000000000000e+00,5.048837521545e-05,2487,2487
161,0.000000000000e+00,5.048837521545e-05,2488,2488
162,0.000000000000e+00,5.048837521545e-05,2489,2489
163,2.354597646306e-03,9.490342344588e-05,1967,1939
164,0.000000000000e+00,5.048837521545e-05,2490,2490
165,0.000000000000e+00,5.048837521545e-05,2491,2491
166,0.000000000000e+00,5.048837521545e-05,2492,2492
167,1.210211389606e-03,8.512478871232e-05,2130,2037
168,3.239847488709e-03,1.176368783862e-04,1841,1747
169,0.000000000000e+00,5.048837521545e-05,2493,2493
171,1.362194729792e-02,3.112472138531e-04,1075,840
172,0.000000000000e+00,5.048837521545e-05,2494,2494
173,0.000000000000e+00,5.048837521545e-05,2495,2495
174,0.000000000000e+00,5.048837521545e-05,2496,2496
175,1.677987677511e-03,2.024252973335e-04,2063,1284
176,0.000000000000e+00,5.048837521545e-05,2497,2497
177,0.000000000000e+00,5.048837521545e-05,2498,2498
178,4.572974196200e-03,2.956875031121e-04,1668,891
179,0.000000000000e+00,5.048837521545e-05,2499,2499
180,0.000000000000e+00,5.048837521545e-05,2500,2500
181,0.000000000000e+00,5.048837521545e-05,2501,2501
182,3.336817614009e-03,1.600268850562e-04,1826,1488
183,4.047508739681e-03,1.197424819776e-04,1738,1735
185,0.000000000000e+00,5.048837521545e-05,2502,2502
187,0.000000000000e+00,5.048837521545e-05,2503,2503
188,5.534385673259e-04,5.069874344551e-05,2234,2376
189,0.000000000000e+00,5.048837521545e-05,2504,2504
190,0.000000000000e+00,5.048837521545e-05,2505,2505
191,0.000000000000e+00,5.048837521545e-05,2506,2506
192,4.471262357374e-03,2.356291014722e-04,1680,1131
193,0.000000000000e+00,5.048837521545e-05,2507,2507
194,0.000000000000e+00,5.048837521545e-05,2508,2508
195,0.000000000000e+00,5.048837521545e-05,2509,2509
196,0.000000000000e+00,5.048837521545e-05,2510,2510
197,0.000000000000e+00,5.048837521545e-05,2511,2511
198,0.000000000000e+00,5.048837521545e-05,2512,2512
199,0.000000000000e+00,5.048837521545e-05,2513,2513
200,0.000000000000e+00,5.048837521545e-05,2514,2514
201,0.000000000000e+00,5.048837521545e-05,2515,2515
202,0.000000000000e+00,5.048837521545e-05,2516,2516
203,0.000000000000e+00,5.048837521545e-05,2517,2517
204,5.009588825343e-02,5.616850050495e-04,51,321
205,0.000000000000e+00,5.048837521545e-05,2518,2518
206,0.000000000000e+00,5.048837521545e-05,2519,2519
207,0.000000000000e+00,5.048837521545e-05,2520,2520
208,0.000000000000e+00,5.048837521545e-05,2521,2521
209,0.000000000000e+00,5.048837521545e-05,2522,2522
210,0.000000000000e+00,5.048837521545e-05,2523,2523
211,0.000000000000e+00,5.048837521545e-05,2524,2524
212,0.000000000000e+00,5.048837521545e-05,2525,2525
213,0.000000000000e+00,5.048837521545e-05,2526,2526
214,2.945959039580e-02,1.651516974752e-03,346,31
215,0.000000000000e+00,5.048837521545e-05,2527,2527
216,3.372218944826e-03,1.288817536173e-04,1821,1674
217,0.000000000000e+00,5.048837521545e-05,2528,2528
218,0.000000000000e+00,5.048837521545e-05,2529,2529
219,2.827570083472e-03,1.430527212488e-04,1903,1579
221,0.000000000000e+00,5.048837521545e-05,2530,2530
222,4.661397436911e-03,7.172309105253e-05,1653,2172
223,0.000000000000e+00,5.048837521545e-05,2531,2531
224,3.130901413578e-03,1.064611192524e-04,1858,1854
225,0.000000000000e+00,5.048837521545e-05,2532,2532
226,2.623327851165e-03,1.855326012138e-04,1925,1364
227,7.482606384048e-03,3.270642405334e-04,1428,779
228,7.924360075424e-03,1.819779642538e-04,1399,1380
230,1.275870965829e-02,5.552167143715e-04,1126,324
231,0.000000000000e+00,5.048837521545e-05,2533,2533
232,2.504648626336e-03,1.960169676882e-04,1938,1317
233,0.000000000000e+00,5.048837521545e-05,2534,2534
234,0.000000000000e+00,5.048837521545e-05,2535,2535
235,0.000000000000e+00,5.048837521545e-05,2536,2536
236,1.908829648660e-03,1.369235300384e-04,2031,1620
237,0.000000000000e+00,5.048837521545e-05,2537,2537
238,0.000000000000e+00,5.048837521545e-05,2538,2538
239,0.000000000000e+00,5.048837521545e-05,2539,2539
240,0.000000000000e+00,5.048837521545e-05,2540,2540
241,0.000000000000e+00,5.048837521545e-05,2541,2541
242,0.000000000000e+00,5.048837521545e-05,2542,2542
243,1.043929654541e-02,5.782649198975e-04,1251,304
244,0.000000000000e+00,5.048837521545e-05,2543,2543
245,0.000000000000e+00,5.048837521545e-05,2544,2544
246,4.687765271929e-03,1.387741023504e-04,1647,1608
247,0.000000000000e+00,5.048837521545e-05,2545,2545
248,0.000000000000e+00,5.048837521545e-05,2546,2546
249,0.000000000000e+00,5.048837521545e-05,2547,2547
250,3.243810326525e-03,3.670935631782e-04,1840,670
251,0.000000000000e+00,5.048837521545e-05,2548,2548
252,4.623081066208e-03,1.757626744308e-04,1662,1402
253,0.000000000000e+00,5.048837521545e-05,2549,2549
254,0.000000000000e+00,5.048837521545e-05,2550,2550
255,5.311838336486e-03,1.638694191011e-04,1594,1466
256,0.000000000000e+00,5.048837521545e-05,2551,2551
257,3.260139598824e-03,1.755990582601e-04,1836,1404
258,1.109572716867e-03,1.011708324441e-04,2144,1888
259,1.417520732071e-02,4.913648972277e-04,1038,414
260,0.000000000000e+00,5.048837521545e-05,2552,2552
261,4.088711626414e-03,1.468795662734e-04,1725,1559
263,0.000000000000e+00,5.048837521545e-05,2553,2553
264,0.000000000000e+00,5.048837521545e-05,2554,2554
265,0.000000000000e+00,5.048837521545e-05,2555,2555
266,0.000000000000e+00,5.048837521545e-05,2556,2556
267,0.000000000000e+00,5.048837521545e-05,2557,2557
268,0.000000000000e+00,5.048837521545e-05,2558,2558
269,0.000000000000e+00,5.048837521545e-05,2559,2559
270,0.000000000000e+00,5.048837521545e-05,2560,2560
271,2.657136160143e-02,1.326259279801e-03,445,47
273,1.119289770472e-03,1.150646498711e-04,2141,1776
274,4.434305525846e-03,1.231375284697e-04,1686,1711
275,0.000000000000e+00,5.048837521545e-05,2561,2561
276,0.000000000000e+00,5.048837521545e-05,2562,2562
277,0.000000000000e+00,5.048837521545e-05,2563,2563
280,2.476898659875e-03,2.115605077908e-04,1944,1246
282,9.935143001246e-03,1.074823648650e-03,1282,76
283,0.000000000000e+00,5.048837521545e-05,2564,2564
284,0.000000000000e+00,5.048837521545e-05,2565,2565
285,2.492248659030e-02,3.697444217527e-04,516,665
286,2.934776739246e-03,1.723003406178e-04,1887,1425
287,0.000000000000e+00,5.048837521545e-05,2566,2566
288,0.000000000000e+00,5.048837521545e-05,2567,2567
289,0.000000000000e+00,5.048837521545e-05,2568,2568
290,4.256622732848e-02,6.557102341676e-04,103,240
291,8.574690549634e-05,6.032308997086e-05,2321,2288
292,0.000000000000e+00,5.048837521545e-05,2569,2569
293,0.000000000000e+00,5.048837521545e-05,2570,2570
294,0.000000000000e+00,5.048837521545e-05,2571,2571
295,0.000000000000e+00,5.048837521545e-05,2572,2572
296,0.000000000000e+00,5.048837521545e-05,2573,2573
297,0.000000000000e+00,5.048837521545e-05,2574,2574
298,1.710257920342e-02,2.587467953653e-04,883,1036
299,2.152535024407e-02,1.104060354200e-03,660,71
300,1.341237300467e-03,1.491273862866e-04,2110,1540
301,1.012850063582e-03,8.650221266020e-05,2158,2027
302,1.328375699981e-03,1.730164704399e-04,2113,1419
303,0.000000000000e+00,5.048837521545e-05,2575,2575
304,8.098772863168e-03,2.367178605698e-04,1388,1126
305,0.000000000000e+00,5.048837521545e-05,2576,2576
306,3.560260112622e-03,9.652930914059e-05,1790,1929
307,0.000000000000e+00,5.048837521545e-05,2577,2577
308,7.392521954238e-03,1.800531841310e-04,1434,1390
309,0.000000000000e+00,5.048837521545e-05,2578,2578
310,6.355960387400e-03,2.867720846194e-04,1502,923
311,1.086313572074e-02,2.194757164564e-04,1226,1197
312,0.000000000000e+00,5.048837521545e-05,2579,2579
313,1.010855517804e-02,2.493150252867e-04,1271,1075
314,3.132384882221e-03,9.499138622862e-05,1857,1937
315,0.000000000000e+00,5.048837521545e-05,2580,2580
316,0.000000000000e+00,5.048837521545e-05,2581,2581
317,1.080831186884e-02,1.610088506832e-04,1229,1480
318,0.000000000000e+00,5.048837521545e-05,2582,2582
319,3.387528157160e-03,1.097951658595e-04,1819,1825
320,0.000000000000e+00,5.048837521545e-05,2583,2583
321,8.330016613573e-03,1.732329702747e-04,1370,1418
322,7.703027926191e-03,3.086123664833e-04,1416,848
323,0.000000000000e+00,5.048837521545e-05,2584,2584
324,3.214594277488e-03,1.406485667897e-04,1843,1594
325,6.319195858145e-03,1.993960235969e-04,1505,1300
326,0.000000000000e+00,5.048837521545e-05,2585,2585
327,0.000000000000e+00,5.048837521545e-05,2586,2586
328,0.000000000000e+00,5.048837521545e-05,2587,2587
329,0.000000000000e+00,5.048837521545e-05,2588,2588
330,0.000000000000e+00,5.048837521545e-05,2589,2589
331,0.000000000000e+00,5.048837521545e-05,2590,2590
332,2.153487541466e-02,2.525966060100e-04,659,1059
333,0.000000000000e+00,5.048837521545e-05,2591,2591
334,9.161951365292e-03,3.007874306100e-04,1328,875
335,0.000000000000e+00,5.048837521545e-05,2592,2592
336,0.000000000000e+00,5.048837521545e-05,2593,2593
337,0.000000000000e+00,5.048837521545e-05,2594,2594
338,3.939845526539e-03,7.919175714242e-05,1752,2088
339,1.374042582286e-03,1.318613886709e-04,2107,1654
340,0.000000000000e+00,5.048837521545e-05,2595,2595
341,7.026967778534e-04,8.769966940903e-05,2209,2021
342,0.000000000000e+00,5.048837521545e-05,2596,2596
343,0.000000000000e+00,5.048837521545e-05,2597,2597
344,0.000000000000e+00,5.048837521545e-05,2598,2598
345,0.000000000000e+00,5.048837521545e-05,2599,2599
346,2.208647751536e-02,2.167558669586e-04,638,1217
347,0.000000000000e+00,5.048837521545e-05,2600,2600
348,4.035921295633e-03,1.723378989222e-04,1740,1424
349,1.070980638944e-03,9.395160151752e-05,2149,1948
350,1.894835665468e-02,2.261138324615e-04,784,1175
351,0.000000000000e+00,5.048837521545e-05,2601,2601
352,0.000000000000e+00,5.048837521545e-05,2602,2602
353,0.000000000000e+00,5.048837521545e-05,2603,2603
355,0.000000000000e+00,5.048837521545e-05,2604,2604
356,3.871564756419e-03,3.547784817415e-04,1756,709
357,0.000000000000e+00,5.048837521545e-05,2605,2605
358,7.494994685287e-04,1.074900276875e-04,2200,1842
359,4.762052178488e-04,7.178377431858e-05,2246,2171
362,9.395824456775e-04,2.264049185531e-04,2173,1174
363,1.673710426052e-03,2.909714858878e-04,2064,907
364,0.000000000000e+00,5.048837521545e-05,2606,2606
365,0.000000000000e+00,5.048837521545e-05,2607,2607
366,0.000000000000e+00,5.048837521545e-05,2608,2608
367,0.000000000000e+00,5.048837521545e-05,2609,2609
368,1.635113243964e-03,2.247065259175e-04,2069,1181
369,0.000000000000e+00,5.048837521545e-05,2610,2610
370,4.869143472311e-03,4.467176139302e-04,1633,481
371,2.846707663966e-03,2.869854825093e-04,1899,922
372,1.233880980684e-02,1.876199678852e-04,1147,1357
373,2.656307323510e-03,1.742863156086e-04,1923,1412
374,0.000000000000e+00,5.048837521545e-05,2611,2611
375,0.000000000000e+00,5.048837521545e-05,2612,2612
376,0.000000000000e+00,5.048837521545e-05,2613,2613
377,2.467788884551e-03,1.705171510388e-04,1945,1436
378,2.181842130992e-03,8.119808166103e-05,1997,2073
379,3.171035796794e-03,1.015746546387e-04,1851,1886
381,0.000000000000e+00,5.048837521545e-05,2614,2614
382,0.000000000000e+00,5.048837521545e-05,2615,2615
383,0.000000000000e+00,5.048837521545e-05,2616,2616
384,0.000000000000e+00,5.048837521545e-05,2617,2617
386,0.000000000000e+00,5.048837521545e-05,2618,2618
387,0.000000000000e+00,5.048837521545e-05,2619,2619
388,0.000000000000e+00,5.048837521545e-05,2620,2620
389,9.329520098194e-04,8.130601846599e-05,2176,2072
390,1.178546589380e-03,7.620956223710e-05,2135,2116
391,4.330486224517e-03,1.764627110786e-04,1696,1400
392,4.613269429597e-04,6.842699396429e-05,2250,2195
393,0.000000000000e+00,5.048837521545e-05,2621,2621
394,1.975565744833e-03,1.968786920289e-04,2024,1311
395,0.000000000000e+00,5.048837521545e-05,2622,2622
396,2.867537129093e-03,1.149363237991e-04,1896,1779
397,0.000000000000e+00,5.048837521545e-05,2623,2623
398,0.000000000000e+00,5.048837521545e-05,2624,2624
399,0.000000000000e+00,5.048837521545e-05,2625,2625
400,0.000000000000e+00,5.048837521545e-05,2626,2626
401,0.000000000000e+00,5.048837521545e-05,2627,2627
402,4.269827303408e-03,4.923874575490e-04,1705,410
403,2.142572936975e-02,2.006755813726e-04,664,1290
404,0.000000000000e+00,5.048837521545e-05,2628,2628
405,2.841285430690e-03,1.989814611250e-04,1900,1301
406,6.311591757151e-03,1.161172064672e-04,1506,1760
407,2.419769781464e-02,9.272756046867e-04,552,116
408,0.000000000000e+00,5.048837521545e-05,2629,2629
409,0.000000000000e+00,5.048837521545e-05,2630,2630
410,0.000000000000e+00,5.048837521545e-05,2631,2631
411,0.000000000000e+00,5.048837521545e-05,2632,2632
412,0.000000000000e+00,5.048837521545e-05,2633,2633
413,0.000000000000e+00,5.048837521545e-05,2634,2634
414,0.000000000000e+00,5.048837521545e-05,2635,2635
415,1.472454154186e-02,3.895898607922e-04,1001,614
416,0.000000000000e+00,5.048837521545e-05,2636,2636
417,3.899882962316e-02,7.300727450552e-04,145,191
418,0.000000000000e+00,5.048837521545e-05,2637,2637
419,6.825983202136e-05,6.629186317158e-05,2326,2226
421,9.642768507483e-04,6.405067703067e-05,2167,2253
422,1.516675802686e-03,1.487924711795e-04,2086,1542
423,0.000000000000e+00,5.048837521545e-05,2638,2638
424,0.000000000000e+00,5.048837521545e-05,2639,2639
425,1.288986821390e-02,1.926456841393e-04,1120,1340
426,0.000000000000e+00,5.048837521545e-05,2640,2640
427,2.862549034403e-03,1.052076392743e-04,1897,1865
428,1.900125591114e-03,1.555211898181e-04,2035,1508
429,5.354233659942e-03,1.039510518004e-04,1588,1876
430,0.000000000000e+00,5.048837521545e-05,2641,2641
431,4.065374841845e-03,1.608466934303e-04,1732,1481
432,1.015025887475e-02,2.755316002961e-04,1269,962
433,1.221471560938e-03,1.404306085074e-04,2127,1598
434,0.000000000000e+00,5.048837521545e-05,2642,2642
435,2.264592222771e-03,1.766680556257e-04,1980,1399
436,0.000000000000e+00,5.048837521545e-05,2643,2643
437,0.000000000000e+00,5.048837521545e-05,2644,2644
438,0.000000000000e+00,5.048837521545e-05,2645,2645
439,1.200468376126e-02,4.274028329101e-04,1164,534
440,2.738629378078e-03,1.461037257460e-04,1912,1563
441,0.000000000000e+00,5.048837521545e-05,2646,2646
443,0.000000000000e+00,5.048837521545e-05,2647,2647
444,0.000000000000e+00,5.048837521545e-05,2648,2648
445,0.000000000000e+00,5.048837521545e-05,2649,2649
446,0.000000000000e+00,5.048837521545e-05,2650,2650
447,6.790357371709e-03,1.325055766869e-04,1472,1651
448,0.000000000000e+00,5.048837521545e-05,2651,2651
449,0.000000000000e+00,5.048837521545e-05,2652,2652
450,0.000000000000e+00,5.048837521545e-05,2653,2653
451,0.000000000000e+00,5.048837521545e-05,2654,2654
453,0.000000000000e+00,5.048837521545e-05,2655,2655
454,0.000000000000e+00,5.048837521545e-05,2656,2656
455,0.000000000000e+00,5.048837521545e-05,2657,2657
456,0.000000000000e+00,5.048837521545e-05,2658,2658
457,0.000000000000e+00,5.048837521545e-05,2659,2659
458,0.000000000000e+00,5.048837521545e-05,2660,2660
460,0.000000000000e+00,5.048837521545e-05,2661,2661
461,0.000000000000e+00,5.048837521545e-05,2662,2662
462,0.000000000000e+00,5.048837521545e-05,2663,2663
463,0.000000000000e+00,5.048837521545e-05,2664,2664
465,3.301985853573e-02,4.678315785297e-04,244,454
467,0.000000000000e+00,5.048837521545e-05,2665,2665
468,0.000000000000e+00,5.048837521545e-05,2666,2666
469,0.000000000000e+00,5.048837521545e-05,2667,2667
472,0.000000000000e+00,5.048837521545e-05,2668,2668
473,0.000000000000e+00,5.048837521545e-05,2669,2669
476,0.000000000000e+00,5.048837521545e-05,2670,2670
477,1.268420099379e-03,3.074413769499e-04,2122,853
479,0.000000000000e+00,5.048837521545e-05,2671,2671
480,0.000000000000e+00,5.048837521545e-05,2672,2672
481,0.000000000000e+00,5.048837521545e-05,2673,2673
486,0.000000000000e+00,5.048837521545e-05,2674,2674
488,4.542053145147e-03,1.064370574427e-04,1672,1855
489,0.000000000000e+00,5.048837521545e-05,2675,2675
490,0.000000000000e+00,5.048837521545e-05,2676,2676
492,0.000000000000e+00,5.048837521545e-05,2677,2677
493,0.000000000000e+00,5.048837521545e-05,2678,2678
494,0.000000000000e+00,5.048837521545e-05,2679,2679
495,0.000000000000e+00,5.048837521545e-05,2680,2680
497,0.000000000000e+00,5.048837521545e-05,2681,2681
498,0.000000000000e+00,5.048837521545e-05,2682,2682
499,0.000000000000e+00,5.048837521545e-05,2683,2683
501,0.000000000000e+00,5.048837521545e-05,2684,2684
502,0.000000000000e+00,5.048837521545e-05,2685,2685
504,0.000000000000e+00,5.048837521545e-05,2686,2686
506,1.054489465332e-02,1.955425540862e-04,1241,1322
507,0.000000000000e+00,5.048837521545e-05,2687,2687
509,0.000000000000e+00,5.048837521545e-05,2688,2688
511,0.000000000000e+00,5.048837521545e-05,2689,2689
513,0.000000000000e+00,5.048837521545e-05,2690,2690
514,2.162420293626e-03,2.729501127644e-04,2000,977
515,6.713618261957e-04,1.579668567262e-04,2217,1501
516,0.000000000000e+00,5.048837521545e-05,2691,2691
517,6.309826430629e-04,2.182257902895e-04,2226,1207
519,0.000000000000e+00,5.048837521545e-05,2692,2692
520,0.000000000000e+00,5.048837521545e-05,2693,2693
521,0.000000000000e+00,5.048837521545e-05,2694,2694
522,0.000000000000e+00,5.048837521545e-05,2695,2695
523,0.000000000000e+00,5.048837521545e-05,2696,2696
524,8.448949908810e-04,3.377264849273e-04,2187,754
525,2.483386196291e-03,7.686845545591e-05,1942,2106
527,0.000000000000e+00,5.048837521545e-05,2697,2697
528,0.000000000000e+00,5.048837521545e-05,2698,2698
529,0.000000000000e+00,5.048837521545e-05,2699,2699
530,0.000000000000e+00,5.048837521545e-05,2700,2700
531,0.000000000000e+00,5.048837521545e-05,2701,2701
532,0.000000000000e+00,5.048837521545e-05,2702,2702
534,0.000000000000e+00,5.048837521545e-05,2703,2703
536,0.000000000000e+00,5.048837521545e-05,2704,2704
538,1.078138463665e-03,9.226809786853e-05,2146,1982
539,0.000000000000e+00,5.048837521545e-05,2705,2705
540,0.000000000000e+00,5.048837521545e-05,2706,2706
541,0.000000000000e+00,5.048837521545e-05,2707,2707
542,0.000000000000e+00,5.048837521545e-05,2708,2708
543,0.000000000000e+00,5.048837521545e-05,2709,2709
544,0.000000000000e+00,5.048837521545e-05,2710,2710
545,9.593833310552e-03,4.401476134222e-04,1302,497
546,0.000000000000e+00,5.048837521545e-05,2711,2711
547,0.000000000000e+00,5.048837521545e-05,2712,2712
548,0.000000000000e+00,5.048837521545e-05,2713,2713
549,1.097215561858e-02,5.785571831695e-04,1217,303
550,0.000000000000e+00,5.048837521545e-05,2714,2714
551,0.000000000000e+00,5.048837521545e-05,2715,2715
